PC1,PC2,PC3
2.800673430832551,1.7287978055968884,-1.6133910105825462
1.5952225941321674,-1.3759042040023477,-0.3201332116494403
0.5026960825674279,2.005143351620255,-2.216378641246166
0.2396080611451953,-0.8647733029863017,1.2636623300711736
1.691295637667345,1.660129517151919,-0.7628170430539725
2.1735398478627967,0.7154741658992247,1.666811955223321
1.7062873920105914,-0.32244560428472246,-3.170075947458147
-2.4785184130314506,1.1501159773834284,-0.2768682174016104
-0.8278162090037494,3.2517213846451423,-1.0910208800150893
0.4915687074890276,0.6656662795656422,-1.5312164311507113
0.36465026572271697,2.1293678938361973,2.8245050431639385
0.25553439030800434,1.0513945188413694,-0.6715301200956701
1.0797955016609055,0.8312890762231562,2.3919150096097446
1.4801009069080928,-0.16646363591002464,2.5224751799463805
5.510109215770286,-1.3374488380659577,-1.2229725402657339
-0.46823617910343346,-0.29043944436944036,-0.3695789160004367
0.3404217867888884,1.83291673130804,-0.2338984772570044
0.3400964994351362,-0.43252419206789866,-1.4882754258872728
0.10278747765681194,-0.6606459578666481,-0.4881257293372591
2.3715072371887658,-0.8983292875858045,-1.4919368622065383
0.444814930058487,0.3461711942477195,-1.3677683941840926
1.9113000261360482,0.49580227925290105,-1.281530440336126
3.4477454876183264,0.0038667518575155766,-0.4747067527320321
-0.6475527315526483,2.179152867945798,-0.009026206558298649
2.4864050569687555,-1.4811225160255226,1.138035891581681
-0.4762760212059109,-1.1684303822258215,-0.5939777847569517
2.9664873840137,-1.064435855643749,-0.06317019708632726
1.60223820884012,-0.8303341416271076,1.068106063467766
0.468031269350774,2.0605188368416147,-1.000081139778261
4.377040266378916,0.32224262592843467,-0.6661853555288962
-0.14094834660036726,1.7369572970684777,-0.07706111957427178
0.19917799548619664,-0.284121150144047,-1.1109646317427269
0.056467582922038906,1.4092780306398054,-1.3837349467085978
-2.079683542466871,1.2381824241225012,0.6384729798933406
-0.5958119034035457,1.6441330157392062,-1.1966824928803554
4.817701649949509,1.219213563456632,1.145381828871125
3.766682744281676,-1.1421947508789612,1.2486828417855511
1.258930853037918,-0.6568987674240439,0.8503924761108527
0.8901633226741106,-0.19655582046427156,-0.010979828717466328
3.17313889298493,-0.2596709102459984,2.0656742772269028
1.6346002026411006,0.9326094756033222,0.10043497535821365
3.2046739411590806,-0.9693353569082245,0.48727691813117274
-0.23979337837083078,0.4348211180702804,-0.49789504670440826
3.250768770226286,-1.3694018590709014,-1.7842737937405622
1.833697238110949,0.3679190367330247,0.8112777641179985
1.2259816569881592,1.166226112886495,-0.5491604952115237
-1.1828153588584822,-1.699314958503324,0.29831391988334743
4.2398217858037235,-0.5304699073381,-0.8271778968172941
1.5394862923129249,-0.9574060178187783,-1.4236987313298128
1.3674326261324472,1.229634655271881,0.2751923105094154
1.5013133150471563,0.43158874022534716,-0.7374900679672364
1.3717502612582626,-0.045392563191232194,-0.6386251991634195
-0.07766168157488344,-1.549405088208366,-1.1950097831148931
1.4208762127778585,-1.0686604102705184,-0.7907347671266955
-0.49160907825041633,-1.9385444074065843,-0.608279479660394
0.7117461266924471,1.4825539873528562,1.8658665010432012
1.9028418404371994,-0.22594598243876912,0.6804204343145475
1.1410715083173457,0.3829129570567675,-0.9791970629297816
