PC1,PC2,PC3,dataset,win_label,season
2.800673430832551,1.7287978055968884,-1.6133910105825462,train,1,2015
1.5952225941321674,-1.3759042040023477,-0.3201332116494403,train,1,2015
0.5026960825674279,2.005143351620255,-2.216378641246166,train,1,2015
0.2396080611451953,-0.8647733029863017,1.2636623300711736,train,1,2015
1.691295637667345,1.660129517151919,-0.7628170430539725,train,1,2015
2.1735398478627967,0.7154741658992247,1.666811955223321,train,1,2015
1.7062873920105914,-0.32244560428472246,-3.170075947458147,train,1,2015
-2.4785184130314506,1.1501159773834284,-0.2768682174016104,train,1,2015
-0.8278162090037494,3.2517213846451423,-1.0910208800150893,train,1,2015
0.4915687074890276,0.6656662795656422,-1.5312164311507113,train,1,2015
0.36465026572271697,2.1293678938361973,2.8245050431639385,train,1,2015
0.25553439030800434,1.0513945188413694,-0.6715301200956701,train,1,2015
1.0797955016609055,0.8312890762231562,2.3919150096097446,train,1,2015
1.4801009069080928,-0.16646363591002464,2.5224751799463805,train,1,2015
5.510109215770286,-1.3374488380659577,-1.2229725402657339,train,1,2015
-0.46823617910343346,-0.29043944436944036,-0.3695789160004367,train,1,2015
0.3404217867888884,1.83291673130804,-0.2338984772570044,train,1,2015
0.3400964994351362,-0.43252419206789866,-1.4882754258872728,train,1,2015
0.10278747765681194,-0.6606459578666481,-0.4881257293372591,train,1,2015
2.3715072371887658,-0.8983292875858045,-1.4919368622065383,train,1,2015
0.444814930058487,0.3461711942477195,-1.3677683941840926,train,1,2015
1.9113000261360482,0.49580227925290105,-1.281530440336126,train,1,2015
3.4477454876183264,0.0038667518575155766,-0.4747067527320321,train,1,2015
-0.6475527315526483,2.179152867945798,-0.009026206558298649,train,1,2015
2.4864050569687555,-1.4811225160255226,1.138035891581681,train,1,2015
-0.4762760212059109,-1.1684303822258215,-0.5939777847569517,train,1,2015
2.9664873840137,-1.064435855643749,-0.06317019708632726,train,1,2015
1.60223820884012,-0.8303341416271076,1.068106063467766,train,1,2015
0.468031269350774,2.0605188368416147,-1.000081139778261,train,1,2015
4.377040266378916,0.32224262592843467,-0.6661853555288962,train,1,2015
-0.14094834660036726,1.7369572970684777,-0.07706111957427178,train,1,2015
0.19917799548619664,-0.284121150144047,-1.1109646317427269,train,1,2015
0.056467582922038906,1.4092780306398054,-1.3837349467085978,train,1,2015
-2.079683542466871,1.2381824241225012,0.6384729798933406,train,1,2015
-0.5958119034035457,1.6441330157392062,-1.1966824928803554,train,1,2015
4.817701649949509,1.219213563456632,1.145381828871125,train,1,2015
3.766682744281676,-1.1421947508789612,1.2486828417855511,train,1,2015
1.258930853037918,-0.6568987674240439,0.8503924761108527,train,1,2015
0.8901633226741106,-0.19655582046427156,-0.010979828717466328,train,1,2015
3.17313889298493,-0.2596709102459984,2.0656742772269028,train,1,2015
1.6346002026411006,0.9326094756033222,0.10043497535821365,train,1,2015
3.2046739411590806,-0.9693353569082245,0.48727691813117274,train,1,2015
-0.23979337837083078,0.4348211180702804,-0.49789504670440826,train,1,2015
3.250768770226286,-1.3694018590709014,-1.7842737937405622,train,1,2015
1.833697238110949,0.3679190367330247,0.8112777641179985,train,1,2015
1.2259816569881592,1.166226112886495,-0.5491604952115237,train,1,2015
-1.1828153588584822,-1.699314958503324,0.29831391988334743,train,1,2015
4.2398217858037235,-0.5304699073381,-0.8271778968172941,train,1,2015
1.5394862923129249,-0.9574060178187783,-1.4236987313298128,train,1,2015
1.3674326261324472,1.229634655271881,0.2751923105094154,train,1,2015
1.5013133150471563,0.43158874022534716,-0.7374900679672364,train,1,2015
1.3717502612582626,-0.045392563191232194,-0.6386251991634195,train,1,2015
-0.07766168157488344,-1.549405088208366,-1.1950097831148931,train,1,2015
1.4208762127778585,-1.0686604102705184,-0.7907347671266955,train,1,2015
-0.49160907825041633,-1.9385444074065843,-0.608279479660394,train,1,2015
0.7117461266924471,1.4825539873528562,1.8658665010432012,train,1,2015
1.9028418404371994,-0.22594598243876912,0.6804204343145475,train,1,2016
1.1410715083173457,0.3829129570567675,-0.9791970629297816,train,1,2016
0.4617685534239585,0.3543238915774525,-0.300793405606483,train,1,2016
-0.014654495020465456,-2.6406844166153216,1.188156749269829,train,1,2016
1.7779144592539344,0.19749045731615403,-1.9807507822278843,train,1,2016
0.6373615475701975,-0.7037630579524654,1.324369801479692,train,1,2016
-0.1781928733131985,-0.27829171332375696,-1.2701004880512172,train,1,2016
-2.2294330111881964,-0.34429589244407605,-0.5649268051219833,train,1,2016
1.2997023819584224,-1.0536845751328476,0.6454878361164467,train,1,2016
4.259122208482086,-3.1082740260351795,-0.37909488191491053,train,1,2016
1.1137509749403232,-0.6950838201236055,0.5091655533651167,train,1,2016
-1.7050677881446752,-1.5285392340490904,-0.1272056309497978,train,1,2016
1.6043965020223874,-0.31515045192507235,-0.18824351784987603,train,1,2016
1.114030930393821,-1.8154066225529653,0.3352742178698746,train,1,2016
2.2030223327247622,0.12656620005409458,0.5614606995453038,train,1,2016
-0.38328566463427943,0.16677525695134077,-0.0628770894567815,train,1,2016
-3.9446265963390443,0.8888029729607612,0.2802956656967649,train,1,2016
1.5964562590067246,-0.2061575495688446,-0.034275902501335165,train,1,2016
1.242697896013597,0.6931658716253509,0.7490092567927032,train,1,2016
-0.16506717283200278,-0.6530543589394094,-0.0591215880585885,train,1,2016
0.41447975466294307,0.42413025885122185,-1.3135118540437423,train,1,2016
0.5839738648767611,-1.0839878697341359,-1.0087330438972109,train,1,2016
-1.5941652715187626,1.2397516104447603,-0.4207912622266681,train,1,2016
-2.219282537057465,2.4887303829589205,0.2904627770235882,train,1,2016
4.425418275635738,-0.9204094321032984,-0.6501403840838866,train,1,2016
1.5931225036075047,0.2686094451077453,0.32832940265661065,train,1,2016
-0.32263870588870247,0.054515533632088164,0.47645542301831045,train,1,2016
-1.2932953303076768,0.0281330295352995,-1.4703093311895366,train,1,2016
2.156655259887116,-2.018942734615423,-1.0937996551195655,train,1,2016
1.6476293484201876,-0.4743589711047865,0.695567882846836,train,1,2016
3.8623196336435357,-0.7056946514756324,-0.534304925859973,train,1,2016
1.1453781912208256,-1.0133429910330085,-0.3521016905362786,train,1,2016
1.0787172177949107,-1.1208814669782614,0.5659905867427308,train,1,2016
2.1807694759017138,0.627384375323279,0.423406101395435,train,1,2016
1.8155916704454171,0.4821668259210903,0.9972506362910353,train,1,2016
1.6397364035994058,0.9560372427438582,0.46686246594730746,train,1,2016
-0.32213685171968764,-0.31185354040843277,-1.1718174152286291,train,1,2016
4.339337608871006,0.7646951899380143,-0.7013554081899503,train,1,2016
0.61020403007536,0.11244307423603167,0.03886865954350604,train,1,2016
-1.1073088395730897,-0.27561600858447255,0.1612267166149552,train,1,2016
1.4232332004520003,-0.43620515158457107,-0.43272064939521765,train,1,2016
0.39905373495022367,-1.4367064358260226,0.857444669931734,train,1,2016
2.0723354485182526,0.43602180795386747,-0.9774845700690645,train,1,2016
2.595940926421165,-0.14709579269387954,-0.07842479360779588,train,1,2016
0.8726017245236131,0.48193182251346617,0.20017704131734862,train,1,2016
1.0357159128476832,-0.5045076871023394,-1.0671326982114144,train,1,2016
