3P%_diff,AST_diff,FG%_diff,FT%_diff,SRS_diff,TOV_diff,TRB_diff,seed_diff,win_pct_diff,win_label,season
-0.043999999999999984,41.0,-0.0030000000000000027,-0.05700000000000005,8.54,60.0,495.0,-8,0.122,0,2026
0.0010000000000000009,-44.0,0.008999999999999952,0.03400000000000003,0.870000000000001,4.0,48.0,1,-0.050000000000000044,0,2026
0.01200000000000001,64.0,0.007000000000000006,-0.03500000000000003,-10.069999999999997,60.0,-104.0,8,-0.16400000000000003,0,2026
-0.0010000000000000009,76.0,-0.021999999999999964,-0.014000000000000012,2.16,-12.0,135.0,-5,0.15100000000000002,0,2026
0.0020000000000000018,16.0,-0.013000000000000012,-0.007000000000000006,-0.45000000000000284,-15.0,-148.0,-1,0.05400000000000005,0,2026
0.01100000000000001,31.0,0.025999999999999968,-0.01100000000000001,-7.490000000000002,29.0,-434.0,6,-0.10799999999999998,0,2026
0.007000000000000006,-120.0,-0.03999999999999998,-0.02200000000000002,-1.67,-40.0,-109.0,-1,-0.07900000000000007,0,2026
0.009000000000000008,-29.0,-0.03799999999999998,0.04400000000000004,11.61,-19.0,-69.0,-7,-0.17499999999999993,0,2026
-0.066,-181.0,-0.04199999999999998,-0.013000000000000012,-17.03,111.0,-45.0,9,-0.030000000000000027,0,2026
0.013999999999999957,-151.0,-0.061,-0.015000000000000013,-23.51,79.0,9.0,11,-0.28600000000000003,0,2026
0.0010000000000000009,-99.0,-0.01100000000000001,0.007999999999999896,-5.23,14.0,-141.0,3,-0.137,0,2026
-0.025000000000000022,-203.0,-0.017000000000000015,-0.007000000000000006,-28.83,22.0,-206.0,13,-0.16900000000000004,0,2026
-0.016000000000000014,-7.0,-0.0030000000000000027,-0.02300000000000002,-12.21,-48.0,-424.0,8,-0.11699999999999999,0,2026
-0.029000000000000026,-46.0,-0.013000000000000012,-0.007000000000000006,-14.21,1.0,-20.0,8,0.10399999999999998,0,2026
-0.021999999999999964,195.0,0.02100000000000002,-0.03600000000000003,7.120000000000001,-50.0,46.0,-8,0.30300000000000005,0,2026
-0.03400000000000003,-197.0,-0.0020000000000000018,-0.06299999999999994,-7.389999999999997,42.0,-64.0,5,-0.026000000000000023,0,2026
0.016000000000000014,-4.0,0.0020000000000000018,0.017000000000000015,-8.3,-89.0,-330.0,3,-0.16600000000000004,0,2026
-0.028000000000000025,-316.0,-0.015000000000000013,-0.0030000000000000027,-8.259999999999998,37.0,-24.0,9,-0.18600000000000005,0,2026
0.017000000000000015,125.0,-0.0,0.01200000000000001,-4.700000000000003,-72.0,-289.0,1,-0.15400000000000003,0,2026
-0.0020000000000000018,-106.0,-0.008000000000000007,-0.014000000000000012,-3.1400000000000006,-47.0,60.0,0,-0.0020000000000000018,0,2026
