AST%_diff,ORtg_diff,SRS_diff,TOV%_diff,TRB%_diff,TS%_diff,eFG%_diff,seed_diff,win_pct_diff,win_label,season
3.3000000000000043,4.0,26.5,-1.0999999999999996,3.200000000000003,0.0,-0.0040000000000000036,-15,0.31100000000000005,1,2015
-13.899999999999991,8.800000000000011,8.729999999999999,-0.9999999999999982,2.0,0.03299999999999992,0.03300000000000003,-7,0.17200000000000004,1,2015
-8.5,-0.7000000000000028,14.490000000000002,-1.4000000000000004,0.5999999999999943,-0.03200000000000003,-0.04300000000000004,-9,0.132,1,2015
3.299999999999997,-0.30000000000001137,-2.7300000000000004,0.8000000000000007,-4.299999999999997,0.038999999999999924,0.04600000000000004,5,0.10299999999999998,1,2015
0.7000000000000028,-1.2000000000000028,18.99,-1.0999999999999996,-2.3999999999999986,-0.014000000000000012,-0.006000000000000005,-11,-0.040999999999999925,1,2015
8.700000000000003,6.900000000000006,5.040000000000001,-1.5999999999999996,0.8999999999999986,0.020000000000000018,0.04700000000000004,-3,0.05599999999999994,1,2015
-5.200000000000003,0.8999999999999915,21.38,-4.4,5.700000000000003,-0.04599999999999993,-0.06099999999999994,-13,0.21499999999999997,1,2015
-15.800000000000004,-8.900000000000006,-9.02,-0.5,0.7999999999999972,-0.06299999999999994,-0.06000000000000005,7,-0.30600000000000005,1,2015
-5.5,-7.400000000000006,5.580000000000002,-1.5,-0.10000000000000142,-0.08099999999999996,-0.08200000000000007,-1,-0.136,1,2015
-11.899999999999999,0.10000000000000853,7.669999999999998,-1.0000000000000018,2.5,-0.03299999999999992,-0.03700000000000003,-8,-0.06399999999999995,1,2015
10.200000000000003,-1.0999999999999943,-4.27,1.5,-2.1000000000000014,0.007000000000000006,0.026000000000000023,5,-0.19000000000000006,1,2015
1.3000000000000043,-3.5,4.010000000000002,0.9000000000000004,-0.5,-0.014000000000000012,-0.016000000000000014,-4,0.139,1,2015
15.100000000000001,4.5,-1.1899999999999977,-0.1999999999999993,2.799999999999997,0.018000000000000016,0.039000000000000035,4,0.005999999999999894,1,2015
16.0,5.200000000000003,-0.6600000000000001,0.5,2.1000000000000014,0.038000000000000034,0.05500000000000005,3,-0.05800000000000005,1,2015
8.299999999999997,19.400000000000006,36.97,-3.700000000000001,4.799999999999997,0.062000000000000055,0.059,-15,0.488,1,2015
-9.300000000000004,-3.6000000000000085,-2.209999999999999,0.8999999999999986,0.0,-0.01200000000000001,-0.007000000000000006,-1,0.05800000000000005,1,2015
5.0,-3.5999999999999943,7.1899999999999995,1.0,0.10000000000000142,-0.03400000000000003,-0.025999999999999968,-7,0.017000000000000015,1,2015
-4.799999999999997,-2.5,7.03,0.3000000000000007,-4.0,0.014000000000000012,-0.008000000000000007,-9,-0.02399999999999991,1,2015
-8.0,0.0,0.4800000000000004,-2.5,-1.7999999999999972,-0.009000000000000008,-0.007000000000000006,-5,0.08800000000000008,1,2015
-4.800000000000004,13.700000000000003,17.2,-6.1,-4.400000000000006,0.031000000000000028,0.03799999999999992,-11,0.18499999999999994,1,2015
4.099999999999994,-2.5999999999999943,2.620000000000001,-2.0,1.3999999999999986,-0.03199999999999992,-0.03700000000000003,-3,0.269,1,2015
4.5,-1.1000000000000085,14.759999999999998,-1.8999999999999986,-2.299999999999997,-0.009000000000000008,-0.015000000000000013,-13,0.07399999999999995,1,2015
3.200000000000003,12.700000000000003,18.0,-4.1,1.3999999999999986,0.031000000000000028,0.020000000000000018,-7,0.29799999999999993,1,2015
8.600000000000001,-1.1999999999999886,1.799999999999999,-1.5999999999999996,1.0,-0.06300000000000006,-0.05099999999999999,1,-0.08600000000000008,1,2015
7.399999999999999,14.5,2.59,-1.4000000000000004,-4.400000000000006,0.08999999999999997,0.09899999999999998,-3,0.16599999999999993,1,2015
0.5999999999999943,6.400000000000006,-2.9099999999999984,-3.700000000000001,1.0,0.0020000000000000018,0.013000000000000012,5,0.10699999999999998,1,2015
-1.7000000000000028,10.599999999999994,13.6,-1.5,2.799999999999997,0.05900000000000005,0.05399999999999999,-4,0.26,1,2015
-0.3999999999999986,7.700000000000003,3.67,0.3000000000000007,-3.8000000000000043,0.07099999999999995,0.07599999999999996,-4,-0.015000000000000013,1,2015
0.10000000000000142,-4.900000000000006,9.489999999999998,0.6999999999999993,5.100000000000001,-0.05399999999999994,-0.06799999999999995,-2,0.132,1,2015
3.3999999999999986,16.80000000000001,27.99,-3.299999999999999,6.0,0.05699999999999994,0.06499999999999995,-15,0.32600000000000007,1,2015
-1.7999999999999972,-3.8999999999999915,-0.03999999999999915,1.700000000000001,5.0,-0.03300000000000003,-0.02699999999999997,-1,0.11399999999999999,1,2015
-7.800000000000004,-1.7000000000000028,12.370000000000001,-1.3999999999999986,-0.5,-0.006000000000000005,0.0,-7,-0.10999999999999999,1,2015
6.899999999999999,-9.0,14.690000000000001,2.799999999999999,2.200000000000003,-0.038999999999999924,-0.049000000000000044,-9,-0.07599999999999996,1,2015
1.0,-9.900000000000006,-16.0,2.9000000000000004,0.5,-0.050999999999999934,-0.06600000000000006,11,-0.17899999999999994,1,2015
-2.1999999999999957,-9.699999999999989,3.8599999999999994,2.200000000000001,2.6000000000000014,-0.050999999999999934,-0.07500000000000007,-3,-0.10299999999999998,1,2015
14.800000000000004,16.599999999999994,22.84,-0.09999999999999964,4.200000000000003,0.07199999999999995,0.08299999999999996,-13,0.2240000000000001,1,2015
6.399999999999999,18.700000000000003,13.159999999999998,-1.5,1.5,0.09699999999999998,0.09899999999999992,-7,0.14700000000000002,1,2015
4.200000000000003,5.400000000000006,5.5,-0.29999999999999716,1.5,0.03599999999999992,0.04400000000000004,1,0.07599999999999996,1,2015
-5.600000000000001,4.599999999999994,10.13,-1.9000000000000004,1.6000000000000014,0.007000000000000006,0.019000000000000017,-3,0.05499999999999994,1,2015
-1.5,12.899999999999991,5.290000000000001,-0.5,2.6000000000000014,0.07899999999999996,0.10299999999999998,-5,0.274,1,2015
-4.100000000000001,5.900000000000006,3.9899999999999984,-2.200000000000001,0.19999999999999574,0.0050000000000000044,0.008999999999999897,-4,0.15400000000000003,1,2015
3.700000000000003,14.200000000000003,9.05,-1.0,2.8999999999999986,0.07899999999999996,0.08799999999999997,-9,0.31000000000000005,1,2015
-3.700000000000003,-0.8999999999999915,3.849999999999998,0.0,-1.6000000000000014,-0.013000000000000012,-0.018000000000000016,-1,-0.02400000000000002,1,2015
3.6000000000000014,11.200000000000003,25.63,-4.300000000000001,-1.0,0.04799999999999993,0.04800000000000004,-15,0.19400000000000006,1,2015
1.3000000000000043,5.700000000000003,-1.5199999999999996,-1.9000000000000021,2.299999999999997,0.010000000000000009,0.017000000000000015,-1,0.15900000000000003,1,2015
2.8000000000000043,3.3999999999999915,11.51,-0.7999999999999989,-0.8999999999999986,-0.008000000000000007,-0.016000000000000014,-7,-0.050000000000000044,1,2015
-8.0,0.5999999999999943,-12.380000000000003,-2.1999999999999993,-7.0,0.03299999999999992,0.030000000000000027,11,0.008000000000000007,1,2015
6.5,11.200000000000003,30.31,-2.6000000000000014,6.799999999999997,0.04399999999999993,0.040000000000000036,-13,0.266,1,2015
-1.5,11.900000000000006,13.18,-4.0,3.8000000000000043,0.027999999999999914,0.02400000000000002,-7,0.17800000000000005,1,2015
9.199999999999996,0.0,9.95,1.6000000000000014,3.8999999999999986,0.007000000000000006,0.007000000000000006,-8,-0.09199999999999997,1,2015
-3.1000000000000014,1.5,4.649999999999999,-0.40000000000000036,5.299999999999997,0.008000000000000007,-0.007000000000000006,-8,0.20899999999999996,1,2015
-10.0,5.0,8.909999999999998,-1.6000000000000014,4.0,0.0050000000000000044,0.0010000000000000009,-4,0.273,1,2015
-2.5999999999999943,6.400000000000006,0.28000000000000114,-3.5,-2.0999999999999943,0.010000000000000009,0.013000000000000012,-1,0.0050000000000000044,1,2015
-10.200000000000003,9.700000000000003,7.509999999999998,-1.0,0.0,0.04299999999999993,0.03399999999999992,-6,0.20500000000000007,1,2015
-5.299999999999997,5.700000000000003,-4.109999999999999,-2.9000000000000004,-0.19999999999999574,0.026999999999999913,0.03300000000000003,0,-0.07399999999999995,1,2015
3.799999999999997,-1.7999999999999972,0.35999999999999943,3.200000000000001,-0.8000000000000043,0.008000000000000007,0.017999999999999905,0,-0.0030000000000000027,1,2015
-1.4000000000000057,8.700000000000003,16.35,1.0,2.6000000000000014,0.04700000000000004,0.06299999999999994,-7,-0.05799999999999994,1,2016
-8.200000000000003,3.5999999999999943,16.48,-0.8999999999999986,-1.7999999999999972,0.015999999999999903,0.01100000000000001,-9,-0.038000000000000034,1,2016
-7.300000000000004,3.299999999999997,0.34999999999999964,0.09999999999999964,1.8999999999999986,0.0,-0.006000000000000005,-5,0.028000000000000025,1,2016
11.199999999999996,4.900000000000006,-12.379999999999999,-1.5,-4.200000000000003,0.040999999999999925,0.04700000000000004,11,0.08099999999999996,1,2016
6.600000000000001,1.7999999999999972,18.4,-2.099999999999998,2.299999999999997,-0.028999999999999915,-0.04500000000000004,-13,0.08099999999999996,1,2016
5.0,3.6000000000000085,-0.6400000000000006,3.3999999999999986,1.2999999999999972,0.04800000000000004,0.051999999999999935,1,0.02100000000000002,1,2016
-15.899999999999999,0.0,4.869999999999999,-1.6000000000000014,-0.7999999999999972,-0.0040000000000000036,-0.0050000000000000044,-8,-0.15699999999999992,1,2016
-10.100000000000001,-6.1000000000000085,-5.179999999999998,-0.20000000000000107,-2.6000000000000014,-0.03200000000000003,-0.029000000000000026,5,-0.19499999999999995,1,2016
0.3999999999999986,10.100000000000009,0.6999999999999993,-1.4000000000000004,-1.1999999999999957,0.04899999999999993,0.05500000000000005,-1,0.038000000000000034,1,2016
10.200000000000003,14.0,30.78,-2.5,0.10000000000000142,0.07799999999999996,0.08400000000000002,-15,0.128,1,2016
-2.200000000000003,7.299999999999997,4.050000000000001,-3.0,2.1999999999999957,0.016999999999999904,0.026000000000000023,1,0.07300000000000006,1,2016
-13.199999999999996,-4.6000000000000085,-13.05,-1.3000000000000007,-7.199999999999996,-0.017999999999999905,-0.016000000000000014,7,0.11399999999999999,1,2016
-6.899999999999999,3.5999999999999943,13.34,-1.3000000000000007,0.0,0.02400000000000002,0.03299999999999992,-9,-0.010000000000000009,1,2016
-1.3999999999999986,10.900000000000006,2.2600000000000016,-1.6999999999999993,2.8000000000000043,0.05799999999999994,0.05500000000000005,5,0.04300000000000004,1,2016
6.700000000000003,6.799999999999997,10.23,2.9000000000000004,2.8000000000000043,0.06399999999999995,0.07000000000000006,-11,0.03600000000000003,1,2016
-1.6000000000000014,2.200000000000003,3.2799999999999994,-1.0,-3.9000000000000057,-0.013000000000000012,-0.015000000000000013,3,-0.136,1,2016
-21.199999999999996,-13.899999999999991,-19.93,0.40000000000000036,-6.600000000000001,-0.050999999999999934,-0.04499999999999993,13,-0.11499999999999999,1,2016
6.200000000000003,1.0,5.579999999999998,0.6999999999999993,0.9000000000000057,0.016000000000000014,0.02200000000000002,-8,0.11699999999999999,1,2016
2.200000000000003,4.0,9.809999999999999,0.5,-0.3999999999999986,0.03699999999999992,0.050999999999999934,-8,-0.19999999999999996,1,2016
-7.399999999999999,2.9000000000000057,1.4200000000000017,-1.3000000000000007,2.0,-0.0010000000000000009,-0.0040000000000000036,8,0.028000000000000025,1,2016
5.699999999999996,2.0,11.959999999999999,0.3000000000000007,-2.1000000000000014,-0.0040000000000000036,-0.017000000000000015,-5,-0.09199999999999997,1,2016
4.100000000000001,1.9000000000000057,5.109999999999999,-0.9000000000000004,3.5,-0.010000000000000009,-0.02299999999999991,-3,0.127,1,2016
6.199999999999996,-8.700000000000003,-2.3000000000000025,0.6000000000000014,-5.900000000000006,-0.05399999999999994,-0.052000000000000046,-1,-0.15600000000000003,1,2016
-1.4000000000000057,-8.299999999999997,-7.42,2.1000000000000014,-3.9000000000000057,-0.04699999999999993,-0.04700000000000004,9,-0.16200000000000003,1,2016
4.599999999999994,8.699999999999989,29.91,-1.3000000000000007,2.1000000000000014,0.04299999999999993,0.04799999999999993,-15,0.368,1,2016
8.300000000000004,1.2999999999999972,11.27,1.9000000000000021,-1.8000000000000043,0.03599999999999992,0.040000000000000036,-7,-0.015000000000000013,1,2016
10.5,-1.2000000000000028,-6.360000000000001,0.5,-1.5,0.0050000000000000044,-0.0020000000000000018,9,0.1479999999999999,1,2016
5.100000000000001,-4.0,-1.3999999999999986,-3.0,-3.3999999999999986,-0.04399999999999993,-0.04600000000000004,5,0.008000000000000007,1,2016
0.09999999999999432,7.3999999999999915,17.18,-1.4000000000000004,0.0,0.041999999999999926,0.04300000000000004,-11,0.20000000000000007,1,2016
3.6000000000000014,9.099999999999994,9.32,0.7999999999999989,1.3000000000000043,0.04800000000000004,0.04300000000000004,-3,0.031000000000000028,1,2016
